Region,"C05-Age as of Last Birthday","C07-Highest Grade Completed","C11 - Location of Work (Province, Municipality)","C15-Major Industry Group","New Employment Criteria (jul 05, 2005)"
10,08,10011,"    ","  "," "
10,06,02000,"    ","  "," "
10,25,10018,1315,01,1
10,22,24013,"    ","  ",3
10,04,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,55,10015,1315,01,1
10,50,10015,1315,01,1
10,18,10014,1315,01,1
10,15,24011,"    ","  ",3
10,13,10018,"    ","  "," "
10,11,10015,"    ","  "," "
10,21,35011,"    ","  ",3
10,27,10012,1315,01,1
10,01,"     ","    ","  "," "
10,48,24012,1315,01,1
10,54,24015,1315,01,1
10,23,60314,"    ","  ",3
10,16,24015,"    ","  ",3
10,37,10018,1315,01,1
10,36,10011,1315,01,1
10,09,10012,"    ","  "," "
10,04,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,17,24015,"    ","  ",3
10,40,10013,1315,01,1
10,46,10015,1315,01,1
10,18,34011,"    ","  ",3
10,16,24015,"    ","  ",3
10,13,10018,"    ","  "," "
10,50,10018,1315,45,1
10,49,24015,1315,01,1
10,25,60003,"    ","  ",3
10,39,24013,1315,01,1
10,38,24015,1315,01,1
10,10,10013,"    ","  "," "
10,09,10012,"    ","  "," "
10,05,00000,"    ","  "," "
10,48,40714,1317,95,1
10,49,60002,1317,47,1
10,17,24015,"    ","  ",3
10,32,24015,1317,47,1
10,32,24015,1317,47,1
10,11,10014,"    ","  "," "
10,07,10011,"    ","  "," "
10,67,10015,"    ","  ",3
10,47,24011,1317,41,1
10,39,24012,1317,47,1
10,13,24012,"    ","  "," "
10,23,24015,1317,41,1
10,49,40716,1315,25,1
10,41,24012,1315,96,1
10,19,35011,"    ","  ",3
10,17,34011,"    ","  ",3
10,16,24013,"    ","  ",3
10,09,10013,"    ","  "," "
10,07,10011,"    ","  "," "
10,04,"     ","    ","  "," "
10,65,10015,1317,01,1
10,73,10012,1317,01,1
10,15,10018,"    ","  ",3
10,37,24015,1317,84,1
10,37,24015,1317,01,1
10,15,24012,"    ","  ",3
10,04,"     ","    ","  "," "
10,62,24015,1317,47,1
10,22,60001,1317,47,1
10,21,60002,1317,47,1
10,19,35011,1317,47,1
10,49,10014,1317,01,1
10,29,10014,1317,01,1
10,24,24015,1317,47,1
10,15,24011,"    ","  ",3
10,02,"     ","    ","  "," "
10,34,60111,1321,63,1
10,31,60111,1317,63,1
10,07,10011,"    ","  "," "
10,03,"     ","    ","  "," "
10,34,24012,1317,45,1
10,32,24012,1317,47,1
10,11,10014,"    ","  "," "
10,08,10011,"    ","  "," "
10,19,35011,"    ","  ",3
10,54,10018,1317,01,1
10,26,24015,1317,47,1
10,24,60111,1317,56,1
10,29,24015,1317,84,1
10,24,24015,1317,47,1
10,20,24015,1317,56,1
10,24,24015,1317,10,1
10,18,34011,"    ","  ",3
10,22,10014,1317,01,1
10,03,"     ","    ","  "," "
10,07,10012,"    ","  "," "
10,01,"     ","    ","  "," "
10,40,24015,1317,25,1
10,42,60003,1317,47,1
10,15,24015,"    ","  ",3
10,13,24011,"    ","  "," "
10,36,40715,1317,10,1
10,35,60111,"    ","  ",3
10,13,24011,"    ","  "," "
10,11,10015,"    ","  "," "
10,64,10018,"    ","  ",3
10,54,10018,"    ","  ",3
10,29,24015,1317,49,1
10,64,10014,1317,41,1
10,23,24012,1317,47,1
10,25,10018,1317,01,1
10,06,02000,"    ","  "," "
10,03,"     ","    ","  "," "
10,23,10018,1321,10,1
10,20,24012,1321,47,1
10,04,"     ","    ","  "," "
10,49,10018,1321,42,1
10,42,24015,1321,96,1
10,19,60001,"    ","  ",3
10,10,10012,"    ","  "," "
10,62,10018,1321,01,1
10,60,10018,1321,01,1
10,34,60002,1321,10,1
10,35,60003,1321,10,1
10,70,60002,1321,84,1
10,61,60322,"    ","  ",3
10,29,24015,1321,47,1
10,29,24015,1321,47,1
10,10,10014,"    ","  "," "
10,08,10012,"    ","  "," "
10,04,"     ","    ","  "," "
10,30,24015,1321,47,1
10,30,24015,"    ","  ",3
10,09,10013,"    ","  "," "
10,04,"     ","    ","  "," "
10,30,60002,1321,52,1
10,30,60002,"    ","  ",3
10,09,10012,"    ","  "," "
10,08,10011,"    ","  "," "
10,06,00000,"    ","  "," "
10,04,"     ","    ","  "," "
10,02,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,61,24015,1321,49,1
10,62,24015,"    ","  ",3
10,20,60001,"    ","  ",3
10,37,24015,1321,49,1
10,35,24013,"    ","  "," "
10,13,24011,"    ","  "," "
10,07,10011,"    ","  "," "
10,56,10018,1321,56,1
10,19,24015,1321,56,1
10,39,60410,1321,84,1
10,63,24015,"    ","  ",3
10,67,24015,"    ","  ",3
10,35,60499,1321,56,1
10,28,24015,1321,56,1
10,04,"     ","    ","  "," "
10,43,24015,1321,49,1
10,40,24015,"    ","  "," "
10,20,60001,"    ","  ",3
10,15,24012,"    ","  ",3
10,10,10013,"    ","  "," "
10,06,02000,"    ","  "," "
10,45,60002,1321,47,1
10,25,24015,1321,49,1
10,01,"     ","    ","  "," "
10,57,24011,1321,43,1
10,56,60002,1321,47,1
10,42,24015,1321,49,1
10,42,24015,1321,01,1
10,15,24015,"    ","  ",3
10,12,24011,"    ","  "," "
10,64,10018,1321,47,1
10,64,10018,1321,47,1
10,58,10013,1321,56,1
10,32,60002,1321,47,1
10,32,24013,1321,41,1
10,26,60314,1321,47,1
10,27,60111,1321,85,1
10,18,60001,"    ","  ",3
10,66,10015,1321,01,1
10,46,10018,1321,31,1
10,24,60410,1321,41,1
10,16,24015,"    ","  ",3
10,12,24011,"    ","  "," "
10,05,00000,"    ","  "," "
10,65,10013,"    ","  ",2
10,68,10018,1321,47,1
10,22,60821,1321,47,1
10,15,24012,"    ","  ",3
10,48,10015,"    ","  ",3
10,20,10015,1321,81,1
10,16,24011,"    ","  ",3
10,11,10014,"    ","  "," "
10,08,10013,"    ","  "," "
10,07,10012,"    ","  "," "
10,04,"     ","    ","  "," "
10,03,"     ","    ","  "," "
10,27,24011,1321,81,1
10,27,24012,"    ","  ",3
10,03,"     ","    ","  "," "
10,20,24015,1321,10,1
10,24,24013,"    ","  ",3
10,01,"     ","    ","  "," "
10,44,10015,1321,49,1
10,34,24012,"    ","  ",3
10,15,24015,"    ","  ",3
10,13,10018,"    ","  "," "
10,10,10014,"    ","  "," "
10,05,00000,"    ","  "," "
10,02,"     ","    ","  "," "
10,64,10018,1321,47,1
10,65,10018,1321,47,1
10,22,60314,"    ","  ",3
10,39,40713,1317,56,1
10,46,24015,1317,56,1
10,79,10015,"    ","  ",3
10,51,60111,"    ","  ",3
10,47,24015,1321,41,1
10,23,60002,1321,47,1
10,14,24012,"    ","  "," "
10,24,24015,"    ","  ",2
10,03,"     ","    ","  "," "
10,79,61041,"    ","  ",3
10,55,60413,1804,55,1
10,65,10018,"    ","  ",3
10,70,10012,1804,01,1
10,40,50911,1804,86,1
10,17,24013,"    ","  ",3
10,28,24015,1804,55,1
10,61,10012,"    ","  ",3
10,57,10018,"    ","  ",3
10,31,60613,1804,47,1
10,27,60001,1804,41,1
10,25,60613,4305,18,1
10,24,60413,1804,84,1
10,08,10011,"    ","  "," "
10,01,"     ","    ","  "," "
10,40,24013,1804,64,1
10,18,35011,1804,41,1
10,11,10015,"    ","  "," "
10,41,60002,"    ","  ",3
10,19,34013,"    ","  ",3
10,13,24011,"    ","  "," "
10,46,24015,"    ","  ",3
10,24,34013,"    ","  ",2
10,77,60001,"    ","  ",3
10,21,60001,"    ","  ",3
10,16,24013,"    ","  ",3
10,64,10015,1804,41,1
10,58,10015,1804,96,1
10,33,24015,1804,47,1
10,14,24012,"    ","  "," "
10,10,10014,"    ","  "," "
10,68,24015,1804,41,1
10,62,10018,"    ","  ",3
10,22,24012,1804,41,1
10,21,24015,1804,96,1
10,07,02000,"    ","  "," "
10,01,"     ","    ","  "," "
10,48,60413,"    ","  ",3
10,13,10015,"    ","  "," "
10,57,10018,1804,01,1
10,51,24015,1804,47,1
10,31,60001,1804,81,1
10,28,60413,1804,47,1
10,26,24015,1804,46,1
10,23,34013,1804,47,1
10,18,34013,"    ","  ",2
10,54,60111,"    ","  ",3
10,15,24012,"    ","  ",3
10,28,24011,"    ","  ",3
10,09,10013,"    ","  "," "
10,07,02000,"    ","  "," "
10,00,"     ","    ","  "," "
10,40,10018,"    ","  ",3
10,51,24015,1804,41,1
10,21,10018,"    ","  ",3
10,18,24015,"    ","  ",3
10,20,35013,1804,84,1
10,93,10018,1804,01,1
10,70,24012,"    ","  ",3
10,53,24012,"    ","  ",3
10,26,24015,"    ","  ",3
10,23,60001,"    ","  ",3
10,16,24015,"    ","  ",3
10,44,24013,"    ","  ",3
10,43,24015,"    ","  ",3
10,07,10011,"    ","  "," "
10,04,"     ","    ","  "," "
10,21,35011,4305,68,1
10,03,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,72,50611,"    ","  ",3
10,77,50415,"    ","  ",3
10,18,34011,"    ","  ",3
10,08,10012,"    ","  "," "
10,40,60002,1804,49,1
10,44,24015,"    ","  ",3
10,18,34011,"    ","  ",3
10,13,24011,"    ","  "," "
10,79,24015,"    ","  ",3
10,62,24015,"    ","  ",3
10,29,24015,1804,03,1
10,16,24013,"    ","  ",3
10,48,10015,1804,03,1
10,45,24015,"    ","  ",3
10,21,60002,"    ","  ",3
10,16,24015,"    ","  ",3
10,79,10018,1804,01,1
10,50,10018,1804,01,1
10,25,24012,1804,03,1
10,53,24015,1804,03,1
10,48,60111,1804,47,1
10,14,24012,"    ","  "," "
10,11,10014,"    ","  "," "
10,24,24012,1804,47,1
10,35,24015,1804,03,1
10,29,24012,1804,47,1
10,08,10012,"    ","  "," "
10,07,10011,"    ","  "," "
10,02,"     ","    ","  "," "
10,65,61041,1804,01,1
10,73,60417,1804,47,1
10,06,02000,"    ","  "," "
10,32,24015,1804,84,1
10,31,60001,1804,47,1
10,66,60003,"    ","  ",3
10,62,60002,"    ","  ",3
10,31,60111,1804,85,1
10,67,24015,1804,01,1
10,75,10018,1804,16,1
10,17,34011,"    ","  ",3
10,15,24012,"    ","  ",3
10,14,24011,"    ","  "," "
10,00,"     ","    ","  "," "
10,39,10018,1804,96,1
10,46,24015,1804,49,1
10,02,"     ","    ","  "," "
10,40,24015,"    ","  "," "
10,08,10012,"    ","  "," "
10,39,24015,1804,47,1
10,41,24015,1804,47,1
10,19,34011,"    ","  ",3
10,17,34011,"    ","  ",3
10,16,24015,"    ","  ",3
10,14,10018,"    ","  "," "
10,13,10018,"    ","  "," "
10,12,10015,"    ","  "," "
10,10,10014,"    ","  "," "
10,09,10012,"    ","  "," "
10,06,01000,"    ","  "," "
10,63,24015,1804,01,1
10,59,24015,1804,01,1
10,23,35013,1804,42,1
10,64,60002,"    ","  ",3
10,74,24015,1804,01,1
10,66,10013,1804,01,1
10,62,24015,1804,47,1
10,42,24015,"    ","  ",3
10,06,02000,"    ","  "," "
10,03,"     ","    ","  "," "
10,61,24011,1804,01,1
10,50,24015,1805,03,1
10,50,60731,"    ","  ",3
10,29,61041,1803,50,1
10,20,34013,"    ","  ",3
10,27,10018,1805,03,1
10,23,35013,"    ","  ",3
10,04,"     ","    ","  "," "
10,02,"     ","    ","  "," "
10,42,10012,1805,01,1
10,58,10012,"    ","  ",3
10,37,60001,1805,03,1
10,38,60002,"    ","  ",3
10,09,10013,"    ","  "," "
10,01,"     ","    ","  "," "
10,62,24015,1805,01,1
10,52,24013,1805,56,1
10,20,60001,"    ","  ",3
10,33,10015,1805,03,1
10,29,10018,"    ","  ",3
10,07,02000,"    ","  "," "
10,00,"     ","    ","  "," "
10,34,24015,1805,47,1
10,34,24015,1805,47,1
10,07,10011,"    ","  "," "
10,06,02000,"    ","  "," "
10,05,01000,"    ","  "," "
10,69,24015,1805,96,1
10,41,24015,1805,01,1
10,38,24015,"    ","  ",2
10,54,24015,1805,03,1
10,53,24015,1805,84,1
10,24,35013,1805,41,1
10,22,35013,"    ","  ",3
10,21,60001,"    ","  ",3
10,18,35011,"    ","  ",3
10,15,24012,"    ","  ",3
10,13,10018,"    ","  "," "
10,27,24015,"    ","  ",3
10,05,01000,"    ","  "," "
10,02,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,39,24012,1805,03,1
10,44,60002,"    ","  ",3
10,17,34011,"    ","  ",3
10,10,10013,"    ","  "," "
10,05,00000,"    ","  "," "
10,83,10018,"    ","  ",3
10,54,24015,0901,42,1
10,54,24013,"    ","  ",3
10,20,34013,1804,47,1
10,06,01000,"    ","  "," "
10,54,60111,1805,85,1
10,22,60111,"    ","  ",3
10,35,60913,"    ","  ",3
10,08,10011,"    ","  "," "
10,04,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,44,60003,1805,96,1
10,16,24015,"    ","  ",3
10,12,10015,"    ","  "," "
10,10,10014,"    ","  "," "
10,69,24015,1805,01,1
10,13,24011,"    ","  "," "
10,07,02000,"    ","  "," "
10,08,10012,"    ","  "," "
10,11,10014,"    ","  "," "
10,31,60612,1805,84,1
10,31,60111,1805,85,1
10,10,10013,"    ","  "," "
10,03,"     ","    ","  "," "
10,25,24015,1804,47,1
10,05,00000,"    ","  "," "
10,31,60411,3509,64,1
10,30,60411,3508,64,1
10,03,"     ","    ","  "," "
10,45,10015,3508,01,1
10,54,24012,3508,01,1
10,11,10014,"    ","  "," "
10,32,24015,3505,56,1
10,38,24015,3505,56,1
10,33,24015,"    ","  "," "
10,45,24015,3508,49,1
10,51,50811,"    ","  ",3
10,17,34011,"    ","  ",3
10,15,24013,"    ","  ",3
10,14,24012,"    ","  "," "
10,12,10015,"    ","  "," "
10,74,40729,3508,03,1
10,68,10018,3508,03,1
10,66,10011,3508,03,1
10,64,10018,3508,03,1
10,37,60111,4215,85,1
10,36,60916,3522,47,1
10,14,24012,"    ","  "," "
10,10,10014,"    ","  "," "
10,09,10012,"    ","  "," "
10,46,10018,3508,03,1
10,46,24015,3508,03,1
10,16,24013,"    ","  ",3
10,07,02000,"    ","  "," "
10,43,10015,3508,03,1
10,15,24012,"    ","  ",3
10,07,02000,"    ","  "," "
10,53,10013,3508,41,1
10,50,24013,"    ","  ",3
10,29,35013,3522,47,1
10,14,24012,"    ","  "," "
10,11,10015,"    ","  "," "
10,08,10011,"    ","  "," "
10,44,24015,3522,47,1
10,47,24015,"    ","  ",3
10,18,34011,"    ","  ",3
10,17,34011,"    ","  ",3
10,14,24012,"    ","  "," "
10,13,10018,"    ","  "," "
10,08,10011,"    ","  "," "
10,04,"     ","    ","  "," "
10,55,24012,3508,01,1
10,55,10018,3508,01,1
10,31,60488,3522,64,1
10,29,60488,3504,64,1
10,52,10011,3508,01,1
10,55,10013,"    ","  ",2
10,46,10015,3508,96,1
10,24,24015,"    ","  ",3
10,27,24015,3509,45,1
10,01,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,07,02000,"    ","  "," "
10,61,24013,3508,47,1
10,46,24015,3508,92,1
10,39,60002,3522,96,1
10,18,34011,"    ","  ",3
10,55,10015,3515,01,1
10,55,10018,3515,01,1
10,12,10018,"    ","  "," "
10,11,10014,"    ","  "," "
10,06,02000,"    ","  "," "
10,54,10014,3515,01,1
10,54,24011,3515,01,1
10,24,10018,3515,01,1
10,21,60001,"    ","  ",3
10,20,10018,3515,01,1
10,50,10018,3515,01,1
10,49,24012,3515,01,1
10,48,10013,3515,01,1
10,36,24011,3515,01,1
10,10,10013,"    ","  "," "
10,09,10012,"    ","  "," "
10,58,10014,3515,01,1
10,50,10013,3515,01,1
10,15,24012,3515,01,1
10,13,10018,"    ","  "," "
10,10,10014,"    ","  "," "
10,54,10018,3515,01,1
10,48,10015,3515,01,1
10,11,10014,"    ","  "," "
10,42,10013,3515,01,1
10,42,10015,3515,01,1
10,33,10013,3515,01,1
10,37,24012,3515,01,1
10,15,24012,3515,01,1
10,13,10018,"    ","  "," "
10,73,10011,3515,01,1
10,55,10018,3515,01,1
10,20,60002,"    ","  ",3
10,52,24015,3505,49,1
10,45,24015,3505,47,1
10,06,10011,"    ","  "," "
10,23,60314,3519,49,1
10,24,60111,3515,84,1
10,01,"     ","    ","  "," "
10,35,10018,3515,01,1
10,32,24015,3515,01,1
10,14,24011,3515,01," "
10,12,10015,"    ","  "," "
10,10,10013,"    ","  "," "
10,06,02000,"    ","  "," "
10,42,10012,3517,01,1
10,37,10013,3517,01,1
10,19,24012,3517,01,1
10,13,24011,"    ","  "," "
10,07,10011,"    ","  "," "
10,22,24015,"    ","  ",3
10,20,24015,3517,49,1
10,01,"     ","    ","  "," "
10,79,00000,"    ","  ",3
10,57,10011,3517,01,1
10,49,10014,3517,01,1
10,51,24012,3517,47,1
10,16,24013,3517,47,1
10,09,10013,"    ","  "," "
10,06,02000,"    ","  "," "
10,51,24012,3517,47,1
10,47,60002,3517,47,1
10,18,24015,3517,01,1
10,20,34013,"    ","  ",3
10,31,10014,3517,41,1
10,35,24012,3517,47,1
10,24,10018,3517,41,1
10,19,24013,"    ","  ",3
10,03,"     ","    ","  "," "
10,64,10011,3517,01,1
10,61,10018,"    ","  ",3
10,19,24012,3517,01,1
10,16,24012,"    ","  ",3
10,10,10014,"    ","  "," "
10,33,10012,3517,01,1
10,32,10018,3517,01,1
10,11,10014,"    ","  "," "
10,07,10011,"    ","  "," "
10,03,"     ","    ","  "," "
10,26,10018,3517,01,1
10,12,10014,"    ","  "," "
10,10,10013,"    ","  "," "
10,08,10011,"    ","  "," "
10,07,02000,"    ","  "," "
10,03,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,37,10015,3517,01,1
10,24,10018,"    ","  ",3
10,09,10013,"    ","  "," "
10,09,10013,"    ","  "," "
10,06,02000,"    ","  "," "
10,03,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,38,24015,3518,01,1
10,40,24015,3518,01,1
10,23,60002,3518,01,1
10,18,34011,"    ","  ",3
10,07,10011,"    ","  "," "
10,38,60732,3519,84,1
10,32,60111,3518,84,1
10,06,02000,"    ","  "," "
10,05,01000,"    ","  "," "
10,03,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,50,10018,3518,01,1
10,47,10018,3518,47,1
10,24,10018,3518,01,1
10,10,10013,3518,47," "
10,06,02000,"    ","  "," "
10,35,24015,3518,01,1
10,38,24011,"    ","  ",3
10,14,24011,"    ","  "," "
10,09,10013,"    ","  "," "
10,06,10011,"    ","  "," "
10,03,"     ","    ","  "," "
10,40,24012,3518,49,1
10,39,60002,3518,47,1
10,14,24012,"    ","  "," "
10,11,10015,"    ","  "," "
10,07,10011,"    ","  "," "
10,66,10011,"    ","  ",3
10,44,60111,3518,84,1
10,46,24015,3518,01,1
10,44,10018,3518,01,1
10,06,02000,"    ","  "," "
10,05,00000,"    ","  "," "
10,58,10015,3518,01,1
10,59,10018,3518,01,1
10,20,35013,3518,01,1
10,44,60314,3518,84,1
10,27,24015,"    ","  ",3
10,09,10011,"    ","  "," "
10,08,10012,"    ","  "," "
10,07,10011,"    ","  "," "
10,03,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,36,24015,3518,01,1
10,33,60111,3518,85,1
10,12,10015,"    ","  "," "
10,10,10014,"    ","  "," "
10,05,01000,"    ","  "," "
10,54,10015,3518,01,1
10,53,10015,"    ","  ",3
10,19,60001,3518,01,1
10,16,24015,"    ","  ",3
10,13,10018,"    ","  "," "
10,10,10014,"    ","  "," "
10,05,00000,"    ","  "," "
10,23,10015,3518,01,1
10,27,50610,"    ","  ",3
10,04,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,21,24013,3518,01,1
10,21,35013,"    ","  ",3
10,01,"     ","    ","  "," "
10,00,"     ","    ","  "," "
10,27,24011,3518,01,1
10,27,24015,3518,47,1
10,06,02000,"    ","  "," "
10,01,"     ","    ","  "," "
10,19,35011,3518,01,1
10,25,60002,"    ","  ",3
10,02,"     ","    ","  "," "
10,52,24015,3522,41,1
10,54,10018,"    ","  ",3
10,08,10012,"    ","  "," "
10,06,02000,"    ","  "," "
10,64,24013,3518,01,1
10,30,60111,3518,47,1
10,44,24011,3518,01,1
10,41,10011,3518,47,1
10,22,60003,3518,47,1
10,18,24015,"    ","  ",3
10,16,24015,"    ","  ",3
10,15,24011,3518,47,1
10,13,24011,"    ","  "," "
10,08,10012,"    ","  "," "
10,04,"     ","    ","  "," "
10,50,10013,3518,01,1
10,54,10015,3518,01,1
10,20,34013,"    ","  ",3
10,18,24015,3518,01,1
10,15,24012,3518,01,1
10,13,24011,"    ","  "," "
10,35,10013,3518,96,1
10,15,24013,"    ","  ",3
10,14,10018,"    ","  "," "
10,12,10015,"    ","  "," "
10,11,10014,"    ","  "," "
10,08,10012,"    ","  "," "
10,05,00000,"    ","  "," "
10,19,35011,3518,01,1
10,55,24013,3521,01,1
10,53,24015,3521,01,1
10,32,24013,"    ","  ",3
10,28,24012,3521,01,1
10,23,60003,"    ","  ",3
10,17,34011,"    ","  ",3
10,43,10018,3521,01,1
10,40,10018,3521,01,1
10,14,24011,"    ","  "," "
10,12,10015,"    ","  "," "
10,09,10013,"    ","  "," "
10,28,60314,3521,01,1
10,29,60111,3521,47,1
10,06,02000,"    ","  "," "
10,02,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,01,"     ","    ","  "," "
10,54,10012,3521,01,1
10,25,10014,3521,01,1
10,58,60914,3521,84,1
10,51,60111,"    ","  ",3
10,29,60511,"    ","  ",2
10,26,00000,"    ","  ",3
10,22,60002,"    ","  ",3
10,17,34011,"    ","  ",3
10,15,24012,"    ","  ",3
10,41,60312,3508,80,1
10,40,60913,"    ","  ",3
10,15,24012,"    ","  ",3
10,66,24015,"    ","  ",3
10,18,60001,"    ","  ",3
10,17,34013,"    ","  ",3
10,37,60003,3521,01,1
10,43,60002,3521,01,1
10,18,24013,"    ","  ",3
10,15,24012,"    ","  ",3
10,44,10018,3521,01,1
10,54,24013,3521,01,1
10,23,10018,"    ","  ",3
10,19,24015,3521,01,1
10,47,10018,3521,01,1
10,45,24015,3521,01,1
10,21,24015,"    ","  ",3
10,20,24015,3521,01,1
10,19,24013,"    ","  ",3
10,50,10015,3521,01,1
10,19,24012,3521,01,1
10,17,24012,"    ","  ",3
10,11,10014,"    ","  "," "
10,45,10018,3521,01,1
10,43,24015,3521,01,1
10,23,34013,3521,47,1
10,21,24015,"    ","  ",3
10,19,24013,"    ","  ",3
10,53,10014,3521,01,1
10,48,24015,3521,01,1
10,22,60001,"    ","  ",3
10,20,34013,3521,01,1
10,18,24015,"    ","  ",3
10,15,24013,"    ","  ",3
10,10,10013,"    ","  "," "
10,43,24015,3522,41,1
10,32,50114,3522,47,1
10,10,10014,"    ","  "," "
10,09,10012,"    ","  "," "
10,08,10011,"    ","  "," "
10,25,24012,3522,41,1
10,73,10018,"    ","  ",3
10,24,60001,"    ","  ",3
10,53,24011,3505,01,1
10,61,24015,3505,01,1
10,30,60222,3522,85,1
10,25,60222,4215,85,1
10,03,"     ","    ","  "," "
10,40,24015,"    ","  ",2
10,39,24015,"    ","  "," "
10,12,10018,"    ","  "," "
10,61,10012,3522,01,1
10,62,24015,3522,01,1
10,69,24015,3522,01,1
10,85,10014,3522,01,1
10,79,10011,"    ","  ",3
10,52,10018,3522,01,1
10,50,10018,3522,01,1
10,44,10018,3522,01,1
10,64,10013,3522,84,1
10,32,24015,3522,47,1
10,29,24015,"    ","  ",3
10,05,00000,"    ","  "," "
10,54,10014,3522,01,1
10,55,10013,3522,96,1
10,24,24013,3522,96,1
10,17,10014,3522,01,1
10,49,24015,3522,96,1
10,11,10014,"    ","  "," "
10,09,10013,"    ","  "," "
10,34,60913,3505,86,1
10,34,60913,3505,86,1
10,09,10012,"    ","  "," "
10,01,"     ","    ","  "," "
10,58,60003,"    ","  ",3
10,54,10018,3522,41,1
10,52,10018,"    ","  ",3
10,25,24015,3522,41,1
10,20,34013,"    ","  ",3
10,18,35011,"    ","  ",3
10,16,24015,"    ","  ",3
10,14,24012,"    ","  "," "
10,77,10014,"    ","  ",3
10,54,10018,3522,96,1
10,54,24012,3522,01,1
10,57,61041,"    ","  ",3
10,40,60002,3522,84,1
10,22,60003,"    ","  ",3
10,17,24013,"    ","  ",3
10,13,24011,"    ","  "," "
10,52,61041,"    ","  ",3
10,50,60111,3522,85,1
10,20,60001,"    ","  ",3
10,13,24012,"    ","  "," "
10,55,10012,3522,01,1
10,52,24015,3522,01,1
10,25,24013,3522,01,1
10,60,10018,3522,01,1
10,54,60111,3522,85,1
10,30,60111,3522,85,1
10,62,10018,3522,01,1
10,58,24012,3522,56,1
10,28,24015,3522,01,1
10,05,00000,"    ","  "," "
10,12,10018,"    ","  "," "
10,51,10018,3522,01,1
10,46,10018,3522,96,1
10,14,24012,"    ","  "," "
10,44,24012,3522,41,1
10,42,24012,3522,02,1
10,48,50716,3522,84,1
10,47,24012,3522,47,1
10,28,60314,0202,84,1
10,25,70010,"    ","  ",3
10,22,60003,"    ","  ",3
10,05,00000,"    ","  "," "
10,56,60002,3522,47,1
10,21,24012,"    ","  ",3
10,06,00000,"    ","  "," "
10,04,"     ","    ","  "," "
10,02,"     ","    ","  "," "
10,35,24013,3522,47,1
10,38,24015,"    ","  ",3
10,12,10015,"    ","  "," "
10,04,"     ","    ","  "," "
10,43,24013,3522,01,1
10,39,24015,3522,47,1
10,18,34013,3522,47,1
10,13,10018,"    ","  "," "
10,48,10011,3522,45,1
10,48,24011,"    ","  ",3
10,14,24012,"    ","  "," "
10,26,10015,3522,01,1
10,22,60003,"    ","  ",3
10,16,10018,3522,45,1
10,53,24015,3522,01,1
10,48,24012,"    ","  ",3
10,26,24015,3522,01,1
10,20,60001,"    ","  ",3
10,78,00000,"    ","  ",3
10,12,10018,"    ","  "," "
10,56,10014,"    ","  ",3
10,20,60002,"    ","  ",3
10,23,24015,"    ","  ",3
10,30,24012,4210,42,1
10,06,00000,"    ","  "," "
10,45,24011,4203,45,1
10,46,24015,4203,01,1
10,16,24013,"    ","  ",3
10,49,24015,4203,84,1
10,51,24015,4203,01,1
10,25,60002,"    ","  ",3
10,22,24015,"    ","  ",3
10,76,10014,4203,01,1
10,77,10014,4203,01,1
10,49,60002,4210,10,1
10,21,60001,"    ","  ",3
10,53,10018,4203,01,1
10,55,10018,"    ","  ",3
10,15,24012,"    ","  ",3
10,71,10014,4203,01,1
10,74,10014,4203,01,1
10,50,10014,4215,41,1
10,54,10018,4203,01,1
10,25,10018,4215,41,1
10,23,60001,4203,84,1
10,17,24015,"    ","  ",3
